Date,Time,Temp,LDO%,LDO,PAR,PAR,SpCond,TurbSC,IBatt
5/12/2009,21:15:00,20.18,99,9.09,,1,6,29.3,12
5/12/2009,21:30:00,20.33,99.2,9.08,,2,6,37.4,12
5/12/2009,21:45:00,20.46,99.2,9.05,,2,6,28.8,12
5/12/2009,22:00:00,20.59,99.2,9.04,,1,6,26.6,12
5/12/2009,22:15:00,20.71,99.1,9,,1,6,16,12
5/12/2009,22:30:00,20.83,99.3,9,,2,6,8.5,12
5/12/2009,22:45:00,20.94,99.4,8.99,,2,6,0,12
5/12/2009,23:00:00,21.05,99.4,8.97,,2,6,1.7,12
5/12/2009,23:15:00,21.15,99.4,8.95,,1,6,0,12
5/12/2009,23:30:00,21.24,99.3,8.93,,2,6,0.9,12
5/12/2009,23:45:00,21.34,99.3,8.91,,2,6,2.9,12
5/13/2009,0:00:00,21.42,99.6,8.92,,1,6,1.4,12
5/13/2009,0:15:00,21.51,99.5,8.9,,2,6,0.4,12
5/13/2009,0:30:00,21.59,99.2,8.86,,2,6,0.4,12
5/13/2009,0:45:00,21.67,99.2,8.85,,1,6,1.1,11.9
5/13/2009,1:00:00,21.74,99.5,8.86,,2,7,3,12
5/13/2009,1:15:00,21.82,99.3,8.83,,2,7,0.5,12
5/13/2009,1:30:00,21.89,99.3,8.82,,1,7,0.5,11.9
5/13/2009,1:45:00,21.95,99.4,8.82,,2,6,0,12
5/13/2009,2:00:00,22.01,99.5,8.81,,2,7,1.4,11.9
5/13/2009,2:15:00,22.07,99.3,8.78,,2,7,5.9,11.9
5/13/2009,2:30:00,22.13,99.3,8.78,,2,7,1.1,11.9
5/13/2009,2:45:00,22.18,99.2,8.76,,2,7,2.2,11.9
5/13/2009,3:00:00,22.23,99.2,8.75,,2,7,1.6,11.9
5/13/2009,3:15:00,22.28,99.2,8.75,,2,7,0.7,11.9
5/13/2009,3:30:00,22.32,99.2,8.74,,2,7,1.6,11.9
5/13/2009,3:45:00,22.37,99.2,8.73,,2,7,1.7,11.9
5/13/2009,4:00:00,22.41,99.1,8.72,,1,7,1.4,11.9
5/13/2009,4:15:00,22.45,99.1,8.71,,2,7,1.1,11.9
5/13/2009,4:30:00,22.49,99.1,8.7,,1,7,0.6,11.9
5/13/2009,4:45:00,22.53,99.2,8.7,,2,7,1.9,11.9
5/13/2009,5:00:00,22.57,99,8.68,,2,7,0.7,11.9
5/13/2009,5:15:00,22.6,98.9,8.66,,2,7,1.6,11.9
5/13/2009,5:30:00,22.63,98.9,8.66,,2,7,1.7,11.9
5/13/2009,5:45:00,22.66,98.8,8.64,,1,7,1.8,11.9
5/13/2009,6:00:00,22.68,98.9,8.65,,2,7,2.2,11.9
5/13/2009,6:15:00,22.7,98.7,8.63,,2,7,1.3,11.9
5/13/2009,6:30:00,22.72,98.6,8.62,,2,7,1.3,11.9
5/13/2009,6:45:00,22.74,98.8,8.63,,2,7,1.3,11.8
5/13/2009,7:00:00,22.77,98.7,8.62,,2,7,1.7,11.9
5/13/2009,7:15:00,22.79,98.9,8.63,,2,7,1.4,11.9
5/13/2009,7:30:00,22.82,98.6,8.6,,2,7,1.3,11.8
5/13/2009,7:45:00,22.86,98.5,8.59,,2,7,1.3,11.9
5/13/2009,8:00:00,22.89,98.5,8.58,,2,7,1.6,11.8
5/13/2009,8:15:00,22.92,98.6,8.59,,2,7,1.5,11.8
5/13/2009,8:30:00,22.95,98.3,8.56,,2,7,2,11.8
5/13/2009,8:45:00,22.98,98.4,8.56,,2,7,2,11.8
5/13/2009,9:00:00,23,98.3,8.55,,2,7,1.4,11.8
5/13/2009,9:15:00,23.02,98.5,8.56,,2,7,1.9,11.8
5/13/2009,9:30:00,23.04,98.7,8.57,,1,7,1.1,11.8
5/13/2009,9:45:00,23.06,98.6,8.56,,2,7,1.6,11.8
5/13/2009,10:00:00,23.09,98.6,8.56,,2,7,1.8,11.8
5/13/2009,10:15:00,23.1,98.6,8.55,,2,7,1.3,11.8
5/13/2009,10:30:00,23.13,98.6,8.56,,2,7,1.6,11.8
5/13/2009,10:45:00,23.14,98.6,8.55,,2,7,1.2,11.8
5/13/2009,11:00:00,23.16,98.5,8.54,,2,7,1.2,11.8
5/13/2009,11:15:00,23.18,98.6,8.54,,2,7,3.5,11.8
5/13/2009,11:30:00,23.19,98.6,8.54,,2,7,1.5,11.8
5/13/2009,11:45:00,23.2,98.7,8.55,,2,7,0.1,11.8
5/13/2009,12:00:00,23.21,98.7,8.54,,2,7,2.1,11.8
5/13/2009,12:15:00,23.23,98.7,8.55,,1,7,1.2,11.8
5/13/2009,12:30:00,23.24,98.5,8.53,,2,7,0.4,11.8
5/13/2009,12:45:00,23.24,98.4,8.51,,2,7,1.8,11.8
5/13/2009,13:00:00,23.25,98.3,8.51,,2,7,1.5,11.8
5/13/2009,13:15:00,23.26,98.1,8.49,,2,7,0.7,11.8
5/13/2009,13:30:00,23.28,97.8,8.46,,2,7,1.1,11.8
5/13/2009,13:45:00,23.29,97.9,8.47,,2,7,1.5,11.8
5/13/2009,14:00:00,23.3,97.8,8.46,,2,7,1.1,11.8
5/13/2009,14:15:00,23.32,97.9,8.46,,2,7,0.3,11.8
5/13/2009,14:30:00,23.33,97.7,8.44,,2,7,0.9,11.8
5/13/2009,14:45:00,23.34,97.8,8.45,,1,7,1.8,11.8
5/13/2009,15:00:00,23.35,97.9,8.46,,2,7,1.6,11.8
5/13/2009,15:15:00,23.36,97.7,8.44,,2,7,0.9,11.8
5/13/2009,15:30:00,23.37,97.8,8.45,,2,7,0.7,11.8
5/13/2009,15:45:00,23.38,97.7,8.44,,2,7,1.2,11.8
5/13/2009,16:00:00,23.38,97.9,8.45,,1,7,1.6,11.8
5/13/2009,16:15:00,23.39,98.1,8.46,,2,7,1.3,11.8
5/13/2009,16:30:00,23.39,98.3,8.48,,2,7,0.3,11.8
5/13/2009,16:45:00,23.39,98.2,8.47,,1,7,1.4,11.8
5/13/2009,17:00:00,23.39,97.9,8.45,,2,7,1.3,11.8
5/13/2009,17:15:00,23.39,97.8,8.44,,2,7,6.9,11.8
5/13/2009,17:30:00,23.4,97.8,8.44,,2,7,1,11.8
5/13/2009,17:45:00,23.41,97.9,8.45,,2,7,2.1,11.8
5/13/2009,18:00:00,23.42,97.9,8.44,,2,7,1.6,11.8
5/13/2009,18:15:00,23.43,97.9,8.44,,2,7,0.6,11.8
5/13/2009,18:30:00,23.44,97.9,8.44,,2,7,0,11.8
5/13/2009,18:45:00,23.44,97.9,8.44,,2,7,0,11.8
5/13/2009,19:00:00,23.46,97.9,8.44,,2,7,3.2,11.8
5/13/2009,19:15:00,23.46,98,8.45,,2,7,0.1,11.8
5/13/2009,19:30:00,23.47,98,8.45,,2,7,1.7,11.8
5/13/2009,19:45:00,23.47,98,8.45,,2,7,0.5,11.8
5/13/2009,20:00:00,23.47,98.1,8.45,,2,7,2.3,11.8
5/13/2009,20:15:00,23.48,98.1,8.45,,2,7,1.3,11.8
5/13/2009,20:30:00,23.48,98,8.44,,2,7,0.3,11.8
5/13/2009,20:45:00,23.48,98.1,8.45,,2,7,0.7,11.8
5/13/2009,21:00:00,23.48,97.9,8.44,,2,7,0.1,11.8
5/13/2009,21:15:00,23.48,97.8,8.43,,2,7,0,11.8
5/13/2009,21:30:00,23.48,97.9,8.44,,2,7,0.1,11.8
5/13/2009,21:45:00,23.48,97.8,8.43,,2,7,0,11.8
5/13/2009,22:00:00,23.49,98,8.44,,2,7,0.6,11.8
5/13/2009,22:15:00,23.48,98.1,8.45,,2,7,0.1,11.8
5/13/2009,22:30:00,23.48,98.2,8.46,,2,7,0.2,11.8
5/13/2009,22:45:00,23.48,98.1,8.45,,2,7,0,11.8
5/13/2009,23:00:00,23.48,98.1,8.45,,2,7,0.1,11.8
5/13/2009,23:15:00,23.47,98.2,8.46,,1,7,0,11.8
5/13/2009,23:30:00,23.46,98,8.45,,2,7,0,11.8
5/13/2009,23:45:00,23.46,98,8.45,,2,7,0.9,11.8
5/14/2009,0:00:00,23.45,97.9,8.44,,1,7,0.1,11.8
5/14/2009,0:15:00,23.44,98,8.45,,2,7,0.1,11.8
5/14/2009,0:30:00,23.44,98,8.44,,2,7,0.1,11.8
5/14/2009,0:45:00,23.44,98,8.45,,2,7,0,11.8
5/14/2009,1:00:00,23.44,98.1,8.45,,2,7,0.3,11.8
5/14/2009,1:15:00,23.44,98.1,8.46,,2,7,3,11.8
5/14/2009,1:30:00,23.44,97.9,8.44,,2,7,0.7,11.8
5/14/2009,1:45:00,23.44,98.2,8.47,,2,7,1.6,11.8
5/14/2009,2:00:00,23.44,98.1,8.46,,2,7,0.9,11.8
5/14/2009,2:15:00,23.44,98.1,8.46,,2,7,0.5,11.8
5/14/2009,2:30:00,23.43,98.1,8.46,,2,7,0.3,11.8
5/14/2009,2:45:00,23.43,98.1,8.46,,2,7,1.4,11.8
5/14/2009,3:00:00,23.42,98.1,8.46,,2,7,0.1,11.8
5/14/2009,3:15:00,23.42,98,8.45,,2,7,0.1,11.8
5/14/2009,3:30:00,23.41,98.1,8.46,,2,7,0.1,11.8
5/14/2009,3:45:00,23.4,97.8,8.44,,1,7,0.2,11.7
5/14/2009,4:00:00,23.39,97.8,8.44,,1,7,0,11.7
5/14/2009,4:15:00,23.38,97.9,8.45,,2,7,0,11.7
5/14/2009,4:30:00,23.37,97.8,8.44,,1,7,0.1,11.8
5/14/2009,4:45:00,23.36,97.9,8.46,,2,7,0.2,11.7
5/14/2009,5:00:00,23.36,98,8.46,,1,7,0,11.7
5/14/2009,5:15:00,23.35,98,8.46,,2,7,0.1,11.7
5/14/2009,5:30:00,23.35,98.1,8.47,,2,7,0,11.7
5/14/2009,5:45:00,23.35,98,8.46,,2,7,0,11.7
5/14/2009,6:00:00,23.35,98.1,8.48,,2,7,0,11.7
5/14/2009,6:15:00,23.34,98.2,8.48,,2,7,0,11.7
5/14/2009,6:30:00,23.34,98.2,8.49,,2,7,0.4,11.7
5/14/2009,6:45:00,23.33,98.2,8.48,,1,7,0,11.7
5/14/2009,7:00:00,23.32,97.9,8.46,,2,7,0.1,11.7
5/14/2009,7:15:00,23.31,97.9,8.46,,1,7,0,11.7
5/14/2009,7:30:00,23.3,97.9,8.46,,2,7,0.1,11.7
5/14/2009,7:45:00,23.3,97.7,8.45,,2,7,0,11.7
5/14/2009,8:00:00,23.3,97.8,8.45,,2,7,0,11.7
5/14/2009,8:15:00,23.31,97.7,8.44,,1,7,0.8,11.7
5/14/2009,8:30:00,23.32,97.7,8.44,,1,7,0.4,11.7
5/14/2009,8:45:00,23.34,97.7,8.44,,2,7,0.1,11.7
5/14/2009,9:00:00,23.35,97.6,8.43,,1,7,0.1,11.7
5/14/2009,9:15:00,23.36,97.8,8.44,,1,7,0.1,11.7
5/14/2009,9:30:00,23.37,97.9,8.46,,2,7,0.2,11.7
5/14/2009,9:45:00,23.38,97.9,8.45,,2,7,0,11.7
5/14/2009,10:00:00,23.39,97.7,8.43,,1,7,0,11.7
5/14/2009,10:15:00,23.4,97.9,8.44,,1,7,1.6,11.7
5/14/2009,10:30:00,23.4,97.6,8.42,,2,7,0.4,11.7
5/14/2009,10:45:00,23.41,97.8,8.43,,2,7,0.1,11.7
5/14/2009,11:00:00,23.41,97.8,8.43,,1,7,0.1,11.7
5/14/2009,11:15:00,23.42,97.8,8.43,,2,7,0.7,11.7
5/14/2009,11:30:00,23.43,97.6,8.42,,2,7,0.1,11.7
5/14/2009,11:45:00,23.44,97.5,8.41,,2,7,0.2,11.7
5/14/2009,12:00:00,23.44,97.5,8.41,,2,7,2.9,11.7
5/14/2009,12:15:00,23.45,97.8,8.43,,2,7,0.1,11.7
5/14/2009,12:30:00,23.46,97.4,8.4,,2,7,0.2,11.7
5/14/2009,12:45:00,23.47,97.6,8.41,,2,7,0,11.7
5/14/2009,13:00:00,23.49,97.4,8.39,,1,7,0.1,11.6
5/14/2009,13:15:00,23.49,97.6,8.4,,1,7,0,11.7
5/14/2009,13:30:00,23.5,97.6,8.4,,2,7,0.1,11.7
5/14/2009,13:45:00,23.51,97.7,8.41,,2,7,0.1,11.7
5/14/2009,14:00:00,23.51,97.7,8.41,,1,7,0,11.7
5/14/2009,14:15:00,23.52,97.7,8.41,,2,7,3.4,11.7
5/14/2009,14:30:00,23.53,97.5,8.39,,2,7,0.1,11.7
5/14/2009,14:45:00,23.54,97.4,8.38,,1,7,0,11.6
5/14/2009,15:00:00,23.55,97.1,8.35,,2,7,0,11.6
5/14/2009,15:15:00,23.56,97.2,8.36,,2,7,0,11.6
5/14/2009,15:30:00,23.57,97.3,8.37,,2,7,0.5,11.6
5/14/2009,15:45:00,23.58,97.5,8.38,,2,7,0.1,11.7
5/14/2009,16:00:00,23.59,97.4,8.38,,2,7,0.1,11.6
5/14/2009,16:15:00,23.6,97.5,8.38,,1,7,0.3,11.6
5/14/2009,16:30:00,23.61,97.4,8.37,,2,7,1.5,11.6
5/14/2009,16:45:00,23.63,97.4,8.37,,1,7,1.7,11.6
5/14/2009,17:00:00,23.64,97.4,8.37,,2,8,0.2,11.6
5/14/2009,17:15:00,23.65,97.4,8.36,,1,8,4,11.6
5/14/2009,17:30:00,23.67,97.5,8.37,,2,8,0.2,11.6
5/14/2009,17:45:00,23.68,97.6,8.38,,2,7,2,11.6
5/14/2009,18:00:00,23.69,97.5,8.37,,2,7,0.7,11.6
5/14/2009,18:15:00,23.7,97.7,8.38,,2,8,0.4,11.6
5/14/2009,18:30:00,23.7,97.8,8.39,,2,7,1.8,11.6
5/14/2009,18:45:00,23.7,97.8,8.39,,2,7,0.1,11.6
5/14/2009,19:00:00,23.7,97.7,8.38,,2,7,0.1,11.6
5/14/2009,19:15:00,23.7,97.8,8.39,,2,7,0.3,11.6
5/14/2009,19:30:00,23.7,97.7,8.38,,2,7,0.2,11.6
5/14/2009,19:45:00,23.7,97.7,8.39,,1,8,0.1,11.6
5/14/2009,20:00:00,23.7,97.8,8.4,,1,7,0,11.6
5/14/2009,20:15:00,23.69,97.9,8.4,,2,7,0.1,11.6
5/14/2009,20:30:00,23.68,97.7,8.39,,1,7,0,11.6
5/14/2009,20:45:00,23.68,97.8,8.39,,2,7,1.4,11.6
5/14/2009,21:00:00,23.66,97.6,8.38,,2,7,1.1,11.6
5/14/2009,21:15:00,23.65,97.6,8.38,,1,7,0.1,11.6
5/14/2009,21:30:00,23.64,97.8,8.4,,2,7,1.5,11.6
5/14/2009,21:45:00,23.63,97.8,8.4,,2,7,0.1,11.6
5/14/2009,22:00:00,23.62,97.9,8.41,,2,7,0.6,11.6
5/14/2009,22:15:00,23.61,97.7,8.39,,2,8,0.4,11.6
5/14/2009,22:30:00,23.6,98,8.42,,1,8,0.4,11.6
5/14/2009,22:45:00,23.59,97.9,8.41,,2,8,5.5,11.6
5/14/2009,23:00:00,23.58,98,8.42,,2,8,0.5,11.6
5/14/2009,23:15:00,23.57,98,8.43,,2,8,0.1,11.6
5/14/2009,23:30:00,23.57,98,8.43,,2,8,0.1,11.6
5/14/2009,23:45:00,23.56,98,8.43,,2,8,1.4,11.6
5/15/2009,0:00:00,23.55,98,8.43,,2,8,0.1,11.6
5/15/2009,0:15:00,23.54,97.8,8.42,,2,8,0,11.6
5/15/2009,0:30:00,23.54,97.9,8.43,,2,8,0,11.6
5/15/2009,0:45:00,23.53,97.9,8.43,,2,8,0.1,11.6
5/15/2009,1:00:00,23.53,97.8,8.42,,2,8,0,11.6
5/15/2009,1:15:00,23.52,97.9,8.43,,1,8,0,11.6
5/15/2009,1:30:00,23.51,98.1,8.45,,2,8,1,11.5
5/15/2009,1:45:00,23.5,98,8.44,,2,8,0.1,11.6
5/15/2009,2:00:00,23.49,97.9,8.43,,2,8,0,11.6
5/15/2009,2:15:00,23.48,98.1,8.45,,2,8,0.1,11.6
5/15/2009,2:30:00,23.47,98.1,8.46,,2,8,0.5,11.5
5/15/2009,2:45:00,23.46,97.9,8.44,,2,8,0.3,11.6
5/15/2009,3:00:00,23.45,97.9,8.44,,1,8,0.1,11.5
5/15/2009,3:15:00,23.44,97.9,8.44,,2,8,5.8,11.5
5/15/2009,3:30:00,23.44,98.1,8.46,,1,8,0,11.5
5/15/2009,3:45:00,23.43,97.8,8.44,,2,8,1.2,11.5
5/15/2009,4:00:00,23.42,97.8,8.44,,2,8,5.2,11.5
5/15/2009,4:15:00,23.4,97.9,8.45,,2,8,1.6,11.5
5/15/2009,4:30:00,23.39,97.7,8.44,,2,8,2.6,11.5
5/15/2009,4:45:00,23.37,97.7,8.44,,2,8,3,11.5
5/15/2009,5:00:00,23.35,97.7,8.44,,1,8,1.1,11.5
5/15/2009,5:15:00,23.33,97.7,8.44,,2,8,0.1,11.5
5/15/2009,5:30:00,23.32,97.5,8.43,,2,8,0.1,11.5
5/15/2009,5:45:00,23.3,97.7,8.45,,2,8,6.2,11.5
5/15/2009,6:00:00,23.28,97.6,8.44,,2,8,1.5,11.5
5/15/2009,6:15:00,23.26,97.8,8.46,,2,8,1.7,11.5
5/15/2009,6:30:00,23.24,97.8,8.46,,2,8,1.5,11.5
5/15/2009,6:45:00,23.23,97.6,8.45,,2,8,10.1,11.5
5/15/2009,7:00:00,23.22,97.8,8.47,,1,8,1.9,11.5
5/15/2009,7:15:00,23.21,97.7,8.46,,2,8,1.3,11.5
5/15/2009,7:30:00,23.2,97.7,8.46,,2,8,4.9,11.5
5/15/2009,7:45:00,23.2,97.7,8.46,,1,8,2,11.5
5/15/2009,8:00:00,23.19,97.5,8.45,,2,8,0.1,11.5
5/15/2009,8:15:00,23.19,97.7,8.46,,2,8,5.1,11.5
5/15/2009,8:30:00,23.18,97.6,8.45,,1,8,5.2,11.5
5/15/2009,8:45:00,23.19,97.7,8.46,,2,8,4.2,11.5
5/15/2009,9:00:00,23.18,97.6,8.45,,2,8,5,11.5
5/15/2009,9:15:00,23.18,97.6,8.46,,2,8,2.6,11.5
5/15/2009,9:30:00,23.18,97.5,8.45,,1,8,10,11.5
5/15/2009,9:45:00,23.18,97.6,8.45,,2,8,6.6,11.5
5/15/2009,10:00:00,23.18,97.6,8.46,,2,8,0.1,11.5
5/15/2009,10:15:00,23.18,97.4,8.44,,2,8,6.7,11.4
5/15/2009,10:30:00,23.18,97.7,8.46,,2,8,2.9,11.5
5/15/2009,10:45:00,23.17,97.7,8.46,,1,8,3.7,11.5
5/15/2009,11:00:00,23.16,97.6,8.45,,2,8,3.5,11.5
5/15/2009,11:15:00,23.15,97.7,8.47,,1,8,4.5,11.5
5/15/2009,11:30:00,23.15,97.6,8.47,,2,8,3,11.5
5/15/2009,11:45:00,23.14,97.4,8.44,,2,8,5.7,11.5
5/15/2009,12:00:00,23.13,97.3,8.44,,2,8,6.1,11.4
5/15/2009,12:15:00,23.12,97.4,8.45,,2,8,2.9,11.4
5/15/2009,12:30:00,23.12,97.3,8.44,,2,8,4,11.4
5/15/2009,12:45:00,23.11,97.5,8.46,,2,8,3.9,11.4
5/15/2009,13:00:00,23.1,97.4,8.45,,2,8,6.3,11.4
5/15/2009,13:15:00,23.1,97.5,8.46,,1,8,5.6,11.4
5/15/2009,13:30:00,23.1,97.5,8.46,,1,8,0.1,11.4
5/15/2009,13:45:00,23.09,97.4,8.46,,2,8,2.7,11.4
5/15/2009,14:00:00,23.09,97.6,8.47,,2,8,3.7,11.4
5/15/2009,14:15:00,23.09,97.6,8.47,,2,8,0,11.4
5/15/2009,14:30:00,23.09,97.6,8.47,,2,8,0,11.4
5/15/2009,14:45:00,23.09,97.5,8.46,,2,8,4.2,11.4
5/15/2009,15:00:00,23.09,97.3,8.45,,1,8,0.2,11.4
5/15/2009,15:15:00,23.09,97.5,8.46,,2,8,0.5,11.4
5/15/2009,15:30:00,23.09,97.4,8.45,,1,8,0.1,11.4
5/15/2009,15:45:00,23.09,97.4,8.45,,2,8,8.1,11.4
5/15/2009,16:00:00,23.1,97.3,8.44,,1,8,0,11.4
5/15/2009,16:15:00,23.11,97.3,8.44,,2,8,0,11.4
5/15/2009,16:30:00,23.11,97.3,8.44,,2,8,0.1,11.4
5/15/2009,16:45:00,23.12,97.2,8.43,,1,8,1.3,11.4
5/15/2009,17:00:00,23.12,97.3,8.44,,2,8,0.2,11.4
5/15/2009,17:15:00,23.12,97.4,8.45,,2,8,0.1,11.4
5/15/2009,17:30:00,23.12,97.5,8.46,,2,8,0.4,11.4
5/15/2009,17:45:00,23.11,97.3,8.44,,2,8,0.1,11.4
5/15/2009,18:00:00,23.12,97.3,8.44,,2,8,0.1,11.4
5/15/2009,18:15:00,23.12,97.1,8.43,,2,8,0.1,11.4
5/15/2009,18:30:00,23.12,97.1,8.42,,2,8,0.1,11.4
5/15/2009,18:45:00,23.13,96.9,8.41,,2,8,6.5,11.4
5/15/2009,19:00:00,23.13,97.2,8.43,,2,8,0.1,11.4
5/15/2009,19:15:00,23.14,97.2,8.43,,2,8,0.4,11.4
5/15/2009,19:30:00,23.14,97.4,8.45,,2,8,1.3,11.4
5/15/2009,19:45:00,23.14,97.3,8.43,,2,8,0.1,11.4
5/15/2009,20:00:00,23.14,97.7,8.47,,2,8,1,11.4
5/15/2009,20:15:00,23.14,97.3,8.44,,2,8,0.1,11.4
5/15/2009,20:30:00,23.13,97.2,8.43,,2,8,35.8,11.4
5/15/2009,20:45:00,23.13,96.9,8.4,,2,8,0.2,11.4
5/15/2009,21:00:00,23.13,97.2,8.43,,2,8,0.7,11.4
5/15/2009,21:15:00,23.12,97.1,8.43,,1,8,0.4,11.4
5/15/2009,21:30:00,23.13,97.3,8.43,,1,8,0.4,11.4
5/15/2009,21:45:00,23.13,97.3,8.44,,2,8,37.4,11.4
5/15/2009,22:00:00,23.13,97.3,8.44,,2,8,0.4,11.4
5/15/2009,22:15:00,23.13,97.4,8.45,,2,8,1,11.4
5/15/2009,22:30:00,23.13,97.2,8.43,,2,8,0.5,11.4
5/15/2009,22:45:00,23.14,97.1,8.42,,2,8,0.1,11.4
5/15/2009,23:00:00,23.13,97.4,8.45,,1,8,0.4,11.4
5/15/2009,23:15:00,23.13,97.4,8.45,,2,8,0.8,11.4
5/15/2009,23:30:00,23.13,97.6,8.47,,2,8,0.7,11.4
5/15/2009,23:45:00,23.13,97.3,8.44,,2,8,0.9,11.4
5/16/2009,0:00:00,23.13,97.3,8.44,,1,8,5.8,11.4
5/16/2009,0:15:00,23.13,97.2,8.43,,2,8,1.5,11.4
5/16/2009,0:30:00,23.13,97,8.41,,2,8,1.3,11.4
5/16/2009,0:45:00,23.14,97.1,8.42,,2,8,1.8,11.4
5/16/2009,1:00:00,23.15,97,8.41,,2,8,1,11.4
5/16/2009,1:15:00,23.16,97.1,8.41,,2,8,20.3,11.4
5/16/2009,1:30:00,23.17,97.1,8.42,,2,8,3,11.4
5/16/2009,1:45:00,23.18,97,8.41,,2,8,1.5,11.4
5/16/2009,2:00:00,23.2,96.9,8.39,,2,8,2.5,11.4
5/16/2009,2:15:00,23.2,96.9,8.4,,2,8,13.5,11.4
5/16/2009,2:30:00,23.21,97,8.4,,2,8,2.2,11.4
5/16/2009,2:45:00,23.22,97.3,8.42,,2,8,1.6,11.4
5/16/2009,3:00:00,23.22,97.4,8.43,,2,8,1.8,11.4
5/16/2009,3:15:00,23.22,97.5,8.44,,2,8,0.9,11.4
5/16/2009,3:30:00,23.22,97.5,8.44,,2,8,0.7,11.4
5/16/2009,3:45:00,23.22,97.2,8.42,,2,8,8.1,11.4
5/16/2009,4:00:00,23.22,97.1,8.41,,1,8,0.3,11.4
5/16/2009,4:15:00,23.21,97.2,8.42,,2,8,0.4,11.4
5/16/2009,4:30:00,23.21,97.2,8.42,,1,8,0.1,11.4
5/16/2009,4:45:00,23.2,97.3,8.43,,2,8,0.1,11.4
5/16/2009,5:00:00,23.2,97.2,8.42,,2,8,0,11.4
5/16/2009,5:15:00,23.2,97.6,8.45,,2,8,0,11.4
5/16/2009,5:30:00,23.19,97.5,8.44,,2,8,0,11.4
5/16/2009,5:45:00,23.19,97.4,8.44,,1,8,0,11.4
5/16/2009,6:00:00,23.18,97.2,8.42,,1,8,0,11.4
5/16/2009,6:15:00,23.17,97.3,8.44,,2,8,2,11.4
5/16/2009,6:30:00,23.17,97.2,8.42,,2,8,0,11.4
5/16/2009,6:45:00,23.16,97.4,8.44,,2,8,0,11.4
5/16/2009,7:00:00,23.15,97.4,8.44,,1,8,0,11.4
5/16/2009,7:15:00,23.15,97.3,8.44,,2,8,0,11.4
5/16/2009,7:30:00,23.15,97.4,8.45,,2,8,0,11.4
5/16/2009,7:45:00,23.15,97.2,8.43,,2,8,0,11.4
5/16/2009,8:00:00,23.14,97.5,8.46,,2,8,0,11.4
5/16/2009,8:15:00,23.14,97.6,8.46,,2,8,0,11.4
5/16/2009,8:30:00,23.14,97.3,8.44,,2,8,0,11.4
5/16/2009,8:45:00,23.14,97.4,8.44,,2,9,0,11.4
